Seed,Cost_km,Q_Decisions,C_Decisions,Q_Influence_%
89250,53387.93331903505,7,0,100.0
773956,57589.503282554404,7,0,100.0
654571,48711.445610549184,7,0,100.0
438878,61512.801510934005,7,0,100.0
433015,61512.801510934005,7,0,100.0
858597,51841.31734579519,7,0,100.0
85945,53592.50849975983,7,0,100.0
697368,51023.36040630362,7,0,100.0
MEAN,54896.5,,,
STD,4491.2,,,
