Seed,Cost_km,Q_Decisions,C_Decisions,Q_Influence_%
89250,85346.77695475164,11,0,100.0
773956,69293.52798126523,11,0,100.0
654571,72091.12609642732,11,0,100.0
438878,91975.73923393745,11,0,100.0
433015,100233.21038616344,11,0,100.0
858597,69133.83260012556,11,0,100.0
85945,64534.30762803985,11,0,100.0
697368,101053.72101260937,11,0,100.0
MEAN,81707.8,,,
STD,13855.3,,,
