Seed,Cost_km,Q_Decisions,C_Decisions,Q_Influence_%
89250,126286.34583666352,8,11,42.10526315789474
773956,113292.35705942768,8,11,42.10526315789474
654571,126771.50450517643,8,11,42.10526315789474
438878,146336.33784510798,8,11,42.10526315789474
433015,121123.20370187593,8,11,42.10526315789474
858597,111127.17981126522,8,11,42.10526315789474
85945,143742.9065867196,8,11,42.10526315789474
697368,142936.04170910915,8,11,42.10526315789474
MEAN,128952.0,,,
STD,13003.1,,,
